,COUNTYNAME,STATE,OCCUPATION_LEVEL,TOTALS,MALE,PERCENT_MALE,FEMALE,PERCENT FEMALE
2780,Carbon County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2375,1011,42.6,1364,57.4
2781,Daggett County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,55,20,36.4,35,63.6
2782,Davis County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,66029,37699,57.1,28330,42.9
2783,Duchesne County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2633,1318,50.1,1315,49.9
2784,Emery County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1199,553,46.1,646,53.9
2785,Garfield County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,612,324,52.9,288,47.1
2786,Grand County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1360,536,39.4,824,60.6
2787,Iron County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,6871,3727,54.2,3144,45.8
2788,Juab County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1325,624,47.1,701,52.9
2789,Kane County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1110,433,39,677,61
2790,Millard County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1749,963,55.1,786,44.9
2791,Morgan County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2175,1399,64.3,776,35.7
2792,Piute County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,204,59,28.9,145,71.1
2793,Rich County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,172,84,48.8,88,51.2
2794,Salt Lake County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,225471,119743,53.1,105728,46.9
2795,San Juan County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1832,743,40.6,1089,59.4
2796,Sanpete County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3648,1789,49,1859,51
2797,Sevier County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2475,1145,46.3,1330,53.7
2798,Summit County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,10481,5574,53.2,4907,46.8
2799,Tooele County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,9136,4910,53.7,4226,46.3
2800,Uintah County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4485,2205,49.2,2280,50.8
2801,Utah County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,111312,65647,59,45665,41
2802,Wasatch County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5936,3112,52.4,2824,47.6
2803,Washington County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,21143,10796,51.1,10347,48.9
2804,Wayne County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,376,212,56.4,164,43.6
2805,Weber County,UT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,38761,19664,50.7,19097,49.3
2806,Addison County,VT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,8319,3641,43.8,4678,56.2
2807,Bennington County,VT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,6684,2863,42.8,3821,57.2
2808,Caledonia County,VT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5277,1991,37.7,3286,62.3
2809,Chittenden County,VT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,44524,21737,48.8,22787,51.2
2810,Essex County,VT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,764,314,41.1,450,58.9
2811,Franklin County,VT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,9501,4011,42.2,5490,57.8
2812,Grand Isle County,VT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1478,690,46.7,788,53.3
2813,Lamoille County,VT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5176,2175,42,3001,58
2814,Orange County,VT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,6072,2565,42.2,3507,57.8
2815,Orleans County,VT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4142,1611,38.9,2531,61.1
2816,Rutland County,VT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,10285,3826,37.2,6459,62.8
2817,Washington County,VT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,14503,6307,43.5,8196,56.5
2818,Windham County,VT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,9039,3748,41.5,5291,58.5
2819,Windsor County,VT,MANAGEMENT_BUSINESS_SCIENCE_ARTS,11246,4480,39.8,6766,60.2
2820,Accomack County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4235,1806,42.6,2429,57.4
2821,Albemarle County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,27869,13217,47.4,14652,52.6
2822,Alleghany County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1661,767,46.2,894,53.8
2823,Amelia County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1703,773,45.4,930,54.6
2824,Amherst County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3981,1483,37.3,2498,62.7
2825,Appomattox County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2204,869,39.4,1335,60.6
2826,Arlington County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,100672,51372,51,49300,49
2827,Augusta County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,11591,5140,44.3,6451,55.7
2828,Bath County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,412,215,52.2,197,47.8
2829,Bedford County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,13191,6300,47.8,6891,52.2
2830,Bland County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,711,343,48.2,368,51.8
2831,Botetourt County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,6159,2818,45.8,3341,54.2
2832,Brunswick County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1533,619,40.4,914,59.6
2833,Buchanan County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1592,559,35.1,1033,64.9
2834,Buckingham County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1789,594,33.2,1195,66.8
2835,Campbell County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,8905,4116,46.2,4789,53.8
2836,Caroline County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4313,1376,31.9,2937,68.1
2837,Carroll County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3561,1435,40.3,2126,59.7
2838,Charles City County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,816,360,44.1,456,55.9
2839,Charlotte County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1236,379,30.7,857,69.3
2840,Chesterfield County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,74558,33785,45.3,40773,54.7
2841,Clarke County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3018,1489,49.3,1529,50.7
2842,Craig County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,541,270,49.9,271,50.1
2843,Culpeper County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,8478,3732,44,4746,56
2844,Cumberland County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1325,613,46.3,712,53.7
2845,Dickenson County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1281,420,32.8,861,67.2
2846,Dinwiddie County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3636,1323,36.4,2313,63.6
2847,Essex County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1565,546,34.9,1019,65.1
2848,Fairfax County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,348131,186364,53.5,161767,46.5
2849,Fauquier County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,15157,7583,50,7574,50
2850,Floyd County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2557,1064,41.6,1493,58.4
2851,Fluvanna County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5473,2343,42.8,3130,57.2
2852,Franklin County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,8028,3750,46.7,4278,53.3
2853,Frederick County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,16161,7048,43.6,9113,56.4
2854,Giles County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2032,880,43.3,1152,56.7
2855,Gloucester County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5324,2359,44.3,2965,55.7
2856,Goochland County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4601,2066,44.9,2535,55.1
2857,Grayson County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1531,554,36.2,977,63.8
2858,Greene County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3953,1601,40.5,2352,59.5
2859,Greensville County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,894,330,36.9,564,63.1
2860,Halifax County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4240,1418,33.4,2822,66.6
2861,Hanover County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,25271,11805,46.7,13466,53.3
2862,Henrico County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,76953,35621,46.3,41332,53.7
2863,Henry County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5337,1842,34.5,3495,65.5
2864,Highland County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,283,126,44.5,157,55.5
2865,Isle of Wight County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,7007,3252,46.4,3755,53.6
2866,James City County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,15872,8247,52,7625,48
2867,King and Queen County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,767,347,45.2,420,54.8
2868,King George County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5433,3022,55.6,2411,44.4
2869,King William County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2857,1114,39,1743,61
2870,Lancaster County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1359,706,51.9,653,48.1
2871,Lee County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2285,695,30.4,1590,69.6
2872,Loudoun County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,121089,65867,54.4,55222,45.6
2873,Louisa County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5506,2678,48.6,2828,51.4
2874,Lunenburg County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,992,393,39.6,599,60.4
2875,Madison County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1946,983,50.5,963,49.5
2876,Mathews County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1197,565,47.2,632,52.8
2877,Mecklenburg County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4065,1639,40.3,2426,59.7
2878,Middlesex County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1275,476,37.3,799,62.7
2879,Montgomery County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,22112,11662,52.7,10450,47.3
2880,Nelson County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2523,1229,48.7,1294,51.3
2881,New Kent County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4066,1817,44.7,2249,55.3
2882,Northampton County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1527,607,39.8,920,60.2
2883,Northumberland County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1682,816,48.5,866,51.5
2884,Nottoway County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1374,478,34.8,896,65.2
2885,Orange County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5343,2426,45.4,2917,54.6
2886,Page County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2552,1036,40.6,1516,59.4
2887,Patrick County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1795,781,43.5,1014,56.5
2888,Pittsylvania County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,6765,2587,38.2,4178,61.8
2889,Powhatan County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5649,2568,45.5,3081,54.5
2890,Prince Edward County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2947,1379,46.8,1568,53.2
2891,Prince George County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5360,2449,45.7,2911,54.3
2892,Prince William County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,102692,52173,50.8,50519,49.2
2893,Pulaski County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4956,2328,47,2628,53
2894,Rappahannock County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1397,707,50.6,690,49.4
2895,Richmond County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1179,466,39.5,713,60.5
2896,Roanoke County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,19461,8695,44.7,10766,55.3
2897,Rockbridge County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3431,1635,47.7,1796,52.3
2898,Rockingham County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,13022,5577,42.8,7445,57.2
2899,Russell County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3102,1246,40.2,1856,59.8
2900,Scott County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2136,1007,47.1,1129,52.9
2901,Shenandoah County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5859,2631,44.9,3228,55.1
2902,Smyth County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3521,1348,38.3,2173,61.7
2903,Southampton County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2219,840,37.9,1379,62.1
2904,Spotsylvania County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,26115,13149,50.4,12966,49.6
2905,Stafford County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,33638,17587,52.3,16051,47.7
2906,Surry County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,799,332,41.6,467,58.4
2907,Sussex County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,990,348,35.2,642,64.8
2908,Tazewell County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4905,2109,43,2796,57
2909,Warren County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,6428,2972,46.2,3456,53.8
2910,Washington County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,8169,3407,41.7,4762,58.3
2911,Westmoreland County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2579,1116,43.3,1463,56.7
2912,Wise County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4726,2077,43.9,2649,56.1
2913,Wythe County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3695,1756,47.5,1939,52.5
2914,York County,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,15392,7941,51.6,7451,48.4
2915,Alexandria city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,56954,27660,48.6,29294,51.4
2916,Bristol city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2453,1037,42.3,1416,57.7
2917,Buena Vista city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,593,196,33.1,397,66.9
2918,Charlottesville city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,12821,5623,43.9,7198,56.1
2919,Chesapeake city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,45450,20261,44.6,25189,55.4
2920,Colonial Heights city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2807,1295,46.1,1512,53.9
2921,Covington city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,485,140,28.9,345,71.1
2922,Danville city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4997,1860,37.2,3137,62.8
2923,Emporia city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,524,154,29.4,370,70.6
2924,Fairfax city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,6963,3580,51.4,3383,48.6
2925,Falls Church city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5251,2830,53.9,2421,46.1
2926,Franklin city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,785,341,43.4,444,56.6
2927,Fredericksburg city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,7048,3510,49.8,3538,50.2
2928,Galax city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,758,300,39.6,458,60.4
2929,Hampton city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,21162,9081,42.9,12081,57.1
2930,Harrisonburg city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,8714,4259,48.9,4455,51.1
2931,Hopewell city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2329,770,33.1,1559,66.9
2932,Lexington city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1001,439,43.9,562,56.1
2933,Lynchburg city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,14481,6889,47.6,7592,52.4
2934,Manassas city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,7356,3712,50.5,3644,49.5
2935,Manassas Park city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3308,1613,48.8,1695,51.2
2936,Martinsville city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1286,544,42.3,742,57.7
2937,Newport News city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,27658,11844,42.8,15814,57.2
2938,Norfolk city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,35295,16456,46.6,18839,53.4
2939,Norton city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,457,162,35.4,295,64.6
2940,Petersburg city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3305,1048,31.7,2257,68.3
2941,Poquoson city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2863,1481,51.7,1382,48.3
2942,Portsmouth city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,12275,5358,43.6,6917,56.4
2943,Radford city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2710,1152,42.5,1558,57.5
2944,Richmond city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,47166,21416,45.4,25750,54.6
2945,Roanoke city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,15437,6746,43.7,8691,56.3
2946,Salem city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4809,1820,37.8,2989,62.2
2947,Staunton city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4367,1858,42.5,2509,57.5
2948,Suffolk city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,16571,7380,44.5,9191,55.5
2949,Virginia Beach city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,88925,40825,45.9,48100,54.1
2950,Waynesboro city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3012,1195,39.7,1817,60.3
2951,Williamsburg city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2920,1590,54.5,1330,45.5
2952,Winchester city,VA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5123,2590,50.6,2533,49.4
2953,Adams County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1861,937,50.3,924,49.7
2954,Asotin County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2987,1222,40.9,1765,59.1
2955,Benton County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,34258,17422,50.9,16836,49.1
2956,Chelan County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,11087,5337,48.1,5750,51.9
2957,Clallam County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,8972,3788,42.2,5184,57.8
2958,Clark County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,81875,40754,49.8,41121,50.2
2959,Columbia County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,550,255,46.4,295,53.6
2960,Cowlitz County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,12060,5139,42.6,6921,57.4
2961,Douglas County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5632,2725,48.4,2907,51.6
2962,Ferry County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,901,342,38,559,62
2963,Franklin County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,10627,5176,48.7,5451,51.3
2964,Garfield County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,315,172,54.6,143,45.4
2965,Grant County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,11559,5827,50.4,5732,49.6
2966,Grays Harbor County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,8086,3274,40.5,4812,59.5
2967,Island County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,11550,5048,43.7,6502,56.3
2968,Jefferson County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4340,1786,41.2,2554,58.8
2969,King County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,612263,331170,54.1,281093,45.9
2970,Kitsap County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,44581,22415,50.3,22166,49.7
2971,Kittitas County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,7282,3545,48.7,3737,51.3
2972,Klickitat County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2865,1456,50.8,1409,49.2
2973,Lewis County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,8347,3618,43.3,4729,56.7
2974,Lincoln County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1734,919,53,815,47
2975,Mason County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,6841,2914,42.6,3927,57.4
2976,Okanogan County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,5200,2163,41.6,3037,58.4
2977,Pacific County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1926,781,40.6,1145,59.4
2978,Pend Oreille County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1605,713,44.4,892,55.6
2979,Pierce County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,134929,60911,45.1,74018,54.9
2980,San Juan County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2973,1424,47.9,1549,52.1
2981,Skagit County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,17703,8582,48.5,9121,51.5
2982,Skamania County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1838,873,47.5,965,52.5
2983,Snohomish County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,158925,81426,51.2,77499,48.8
2984,Spokane County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,82908,38993,47,43915,53
2985,Stevens County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4735,2101,44.4,2634,55.6
2986,Thurston County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,54102,24951,46.1,29151,53.9
2987,Wahkiakum County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,387,165,42.6,222,57.4
2988,Walla Walla County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,9608,4431,46.1,5177,53.9
2989,Whatcom County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,37416,17766,47.5,19650,52.5
2990,Whitman County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,10777,5523,51.2,5254,48.8
2991,Yakima County,WA,MANAGEMENT_BUSINESS_SCIENCE_ARTS,26177,11687,44.6,14490,55.4
2992,Barbour County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1878,863,46,1015,54
2993,Berkeley County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,18675,8512,45.6,10163,54.4
2994,Boone County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1697,710,41.8,987,58.2
2995,Braxton County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1427,690,48.4,737,51.6
2996,Brooke County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3038,1242,40.9,1796,59.1
2997,Cabell County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,14140,6404,45.3,7736,54.7
2998,Calhoun County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,703,291,41.4,412,58.6
2999,Clay County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,721,226,31.3,495,68.7
3000,Doddridge County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,682,300,44,382,56
3001,Fayette County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4831,2019,41.8,2812,58.2
3002,Gilmer County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,731,280,38.3,451,61.7
3003,Grant County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1267,600,47.4,667,52.6
3004,Greenbrier County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,4626,1938,41.9,2688,58.1
3005,Hampshire County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2384,939,39.4,1445,60.6
3006,Hancock County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3729,1337,35.9,2392,64.1
3007,Hardy County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1394,721,51.7,673,48.3
3008,Harrison County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,10388,4158,40,6230,60
3009,Jackson County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3604,1395,38.7,2209,61.3
3010,Jefferson County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,11834,5980,50.5,5854,49.5
3011,Kanawha County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,30442,13824,45.4,16618,54.6
3012,Lewis County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1506,671,44.6,835,55.4
3013,Lincoln County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1633,586,35.9,1047,64.1
3014,Logan County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2839,1182,41.6,1657,58.4
3015,McDowell County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1030,224,21.7,806,78.3
3016,Marion County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,8548,3640,42.6,4908,57.4
3017,Marshall County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3896,1464,37.6,2432,62.4
3018,Mason County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2306,969,42,1337,58
3019,Mercer County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,6811,2546,37.4,4265,62.6
3020,Mineral County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,3180,1329,41.8,1851,58.2
3021,Mingo County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1922,661,34.4,1261,65.6
3022,Monongalia County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,23225,11456,49.3,11769,50.7
3023,Monroe County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,1384,531,38.4,853,61.6
3024,Morgan County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2075,925,44.6,1150,55.4
3025,Nicholas County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,2220,1025,46.2,1195,53.8
3026,Ohio County,WV,MANAGEMENT_BUSINESS_SCIENCE_ARTS,6863,2876,41.9,3987,58.1
