,COUNTYNAME,STATE,EDUCATION_LEVEL,PERCENT TOTAL
6322,Wilson County,TX,EDUCATION_NO_DIPLOMA,7.4
6323,Winchester city,VA,EDUCATION_NO_DIPLOMA,8.0
6324,Windham County,CT,EDUCATION_NO_DIPLOMA,7.8
6325,Windham County,VT,EDUCATION_NO_DIPLOMA,4.8
6326,Windsor County,VT,EDUCATION_NO_DIPLOMA,5.0
6327,Winkler County,TX,EDUCATION_NO_DIPLOMA,15.4
6328,Winn Parish,LA,EDUCATION_NO_DIPLOMA,11.9
6329,Winnebago County,IA,EDUCATION_NO_DIPLOMA,5.2
6330,Winnebago County,IL,EDUCATION_NO_DIPLOMA,8.3
6331,Winnebago County,WI,EDUCATION_NO_DIPLOMA,5.2
6332,Winneshiek County,IA,EDUCATION_NO_DIPLOMA,3.1
6333,Winona County,MN,EDUCATION_NO_DIPLOMA,4.2
6334,Winston County,AL,EDUCATION_NO_DIPLOMA,14.4
6335,Winston County,MS,EDUCATION_NO_DIPLOMA,13.7
6336,Wirt County,WV,EDUCATION_NO_DIPLOMA,9.6
6337,Wise County,TX,EDUCATION_NO_DIPLOMA,9.3
6338,Wise County,VA,EDUCATION_NO_DIPLOMA,15.2
6339,Wolfe County,KY,EDUCATION_NO_DIPLOMA,15.1
6340,Wood County,OH,EDUCATION_NO_DIPLOMA,4.6
6341,Wood County,TX,EDUCATION_NO_DIPLOMA,9.5
6342,Wood County,WI,EDUCATION_NO_DIPLOMA,4.9
6343,Wood County,WV,EDUCATION_NO_DIPLOMA,7.3
6344,Woodbury County,IA,EDUCATION_NO_DIPLOMA,7.2
6345,Woodford County,IL,EDUCATION_NO_DIPLOMA,4.2
6346,Woodford County,KY,EDUCATION_NO_DIPLOMA,6.4
6347,Woodruff County,AR,EDUCATION_NO_DIPLOMA,11.8
6348,Woods County,OK,EDUCATION_NO_DIPLOMA,7.8
6349,Woodson County,KS,EDUCATION_NO_DIPLOMA,9.6
6350,Woodward County,OK,EDUCATION_NO_DIPLOMA,8.0
6351,Worcester County,MA,EDUCATION_NO_DIPLOMA,6.2
6352,Worcester County,MD,EDUCATION_NO_DIPLOMA,6.7
6353,Worth County,GA,EDUCATION_NO_DIPLOMA,12.1
6354,Worth County,IA,EDUCATION_NO_DIPLOMA,4.7
6355,Worth County,MO,EDUCATION_NO_DIPLOMA,7.8
6356,Wrangell City and Borough,AK,EDUCATION_NO_DIPLOMA,8.4
6357,Wright County,IA,EDUCATION_NO_DIPLOMA,5.6
6358,Wright County,MN,EDUCATION_NO_DIPLOMA,3.9
6359,Wright County,MO,EDUCATION_NO_DIPLOMA,10.5
6360,Wyandot County,OH,EDUCATION_NO_DIPLOMA,6.4
6361,Wyandotte County,KS,EDUCATION_NO_DIPLOMA,11.7
6362,Wyoming County,NY,EDUCATION_NO_DIPLOMA,7.2
6363,Wyoming County,PA,EDUCATION_NO_DIPLOMA,5.5
6364,Wyoming County,WV,EDUCATION_NO_DIPLOMA,11.5
6365,Wythe County,VA,EDUCATION_NO_DIPLOMA,8.8
6366,Yabucoa Municipio,PR,EDUCATION_NO_DIPLOMA,9.4
6367,Yadkin County,NC,EDUCATION_NO_DIPLOMA,12.3
6368,Yakima County,WA,EDUCATION_NO_DIPLOMA,11.3
6369,Yakutat City and Borough,AK,EDUCATION_NO_DIPLOMA,6.2
6370,Yalobusha County,MS,EDUCATION_NO_DIPLOMA,10.9
6371,Yamhill County,OR,EDUCATION_NO_DIPLOMA,7.3
6372,Yancey County,NC,EDUCATION_NO_DIPLOMA,10.3
6373,Yankton County,SD,EDUCATION_NO_DIPLOMA,6.3
6374,Yates County,NY,EDUCATION_NO_DIPLOMA,5.2
6375,Yauco Municipio,PR,EDUCATION_NO_DIPLOMA,8.7
6376,Yavapai County,AZ,EDUCATION_NO_DIPLOMA,7.0
6377,Yazoo County,MS,EDUCATION_NO_DIPLOMA,14.7
6378,Yell County,AR,EDUCATION_NO_DIPLOMA,10.8
6379,Yellow Medicine County,MN,EDUCATION_NO_DIPLOMA,5.4
6380,Yellowstone County,MT,EDUCATION_NO_DIPLOMA,4.6
6381,Yoakum County,TX,EDUCATION_NO_DIPLOMA,11.1
6382,Yolo County,CA,EDUCATION_NO_DIPLOMA,6.5
6383,York County,ME,EDUCATION_NO_DIPLOMA,4.4
6384,York County,NE,EDUCATION_NO_DIPLOMA,4.9
6385,York County,PA,EDUCATION_NO_DIPLOMA,7.3
6386,York County,SC,EDUCATION_NO_DIPLOMA,7.0
6387,York County,VA,EDUCATION_NO_DIPLOMA,3.3
6388,Young County,TX,EDUCATION_NO_DIPLOMA,11.5
6389,Yuba County,CA,EDUCATION_NO_DIPLOMA,10.3
6390,Yukon-Koyukuk Census Area,AK,EDUCATION_NO_DIPLOMA,8.6
6391,Yuma County,AZ,EDUCATION_NO_DIPLOMA,13.8
6392,Yuma County,CO,EDUCATION_NO_DIPLOMA,5.3
6393,Zapata County,TX,EDUCATION_NO_DIPLOMA,14.4
6394,Zavala County,TX,EDUCATION_NO_DIPLOMA,18.2
6395,Ziebach County,SD,EDUCATION_NO_DIPLOMA,12.3
6396,Abbeville County,SC,EDUCATION_HIGHSCHOOL,34.6
6397,Acadia Parish,LA,EDUCATION_HIGHSCHOOL,41.2
6398,Accomack County,VA,EDUCATION_HIGHSCHOOL,38.8
6399,Ada County,ID,EDUCATION_HIGHSCHOOL,23.0
6400,Adair County,IA,EDUCATION_HIGHSCHOOL,43.1
6401,Adair County,KY,EDUCATION_HIGHSCHOOL,38.7
6402,Adair County,MO,EDUCATION_HIGHSCHOOL,35.8
6403,Adair County,OK,EDUCATION_HIGHSCHOOL,45.6
6404,Adams County,CO,EDUCATION_HIGHSCHOOL,28.4
6405,Adams County,IA,EDUCATION_HIGHSCHOOL,39.1
6406,Adams County,ID,EDUCATION_HIGHSCHOOL,37.7
6407,Adams County,IL,EDUCATION_HIGHSCHOOL,34.5
6408,Adams County,IN,EDUCATION_HIGHSCHOOL,39.7
6409,Adams County,MS,EDUCATION_HIGHSCHOOL,34.6
6410,Adams County,ND,EDUCATION_HIGHSCHOOL,33.6
6411,Adams County,NE,EDUCATION_HIGHSCHOOL,28.0
6412,Adams County,OH,EDUCATION_HIGHSCHOOL,43.6
6413,Adams County,PA,EDUCATION_HIGHSCHOOL,40.5
6414,Adams County,WA,EDUCATION_HIGHSCHOOL,27.1
6415,Adams County,WI,EDUCATION_HIGHSCHOOL,42.8
6416,Addison County,VT,EDUCATION_HIGHSCHOOL,30.5
6417,Adjuntas Municipio,PR,EDUCATION_HIGHSCHOOL,25.3
6418,Aguada Municipio,PR,EDUCATION_HIGHSCHOOL,24.5
6419,Aguadilla Municipio,PR,EDUCATION_HIGHSCHOOL,28.5
6420,Aguas Buenas Municipio,PR,EDUCATION_HIGHSCHOOL,29.0
6421,Aibonito Municipio,PR,EDUCATION_HIGHSCHOOL,35.9
6422,Aiken County,SC,EDUCATION_HIGHSCHOOL,32.2
6423,Aitkin County,MN,EDUCATION_HIGHSCHOOL,37.7
6424,Alachua County,FL,EDUCATION_HIGHSCHOOL,21.7
6425,Alamance County,NC,EDUCATION_HIGHSCHOOL,27.6
6426,Alameda County,CA,EDUCATION_HIGHSCHOOL,17.6
6427,Alamosa County,CO,EDUCATION_HIGHSCHOOL,27.3
6428,Albany County,NY,EDUCATION_HIGHSCHOOL,24.1
6429,Albany County,WY,EDUCATION_HIGHSCHOOL,16.0
6430,Albemarle County,VA,EDUCATION_HIGHSCHOOL,16.6
6431,Alcona County,MI,EDUCATION_HIGHSCHOOL,39.2
6432,Alcorn County,MS,EDUCATION_HIGHSCHOOL,32.6
6433,Aleutians East Borough,AK,EDUCATION_HIGHSCHOOL,40.2
6434,Aleutians West Census Area,AK,EDUCATION_HIGHSCHOOL,40.5
6435,Alexander County,IL,EDUCATION_HIGHSCHOOL,37.8
6436,Alexander County,NC,EDUCATION_HIGHSCHOOL,38.6
6437,Alexandria city,VA,EDUCATION_HIGHSCHOOL,12.0
6438,Alfalfa County,OK,EDUCATION_HIGHSCHOOL,39.1
6439,Alger County,MI,EDUCATION_HIGHSCHOOL,44.3
6440,Allamakee County,IA,EDUCATION_HIGHSCHOOL,38.9
6441,Allegan County,MI,EDUCATION_HIGHSCHOOL,37.8
6442,Allegany County,MD,EDUCATION_HIGHSCHOOL,41.9
6443,Allegany County,NY,EDUCATION_HIGHSCHOOL,36.7
6444,Alleghany County,NC,EDUCATION_HIGHSCHOOL,29.5
6445,Alleghany County,VA,EDUCATION_HIGHSCHOOL,40.0
6446,Allegheny County,PA,EDUCATION_HIGHSCHOOL,27.8
6447,Allen County,IN,EDUCATION_HIGHSCHOOL,28.7
6448,Allen County,KS,EDUCATION_HIGHSCHOOL,34.0
6449,Allen County,KY,EDUCATION_HIGHSCHOOL,39.5
6450,Allen County,OH,EDUCATION_HIGHSCHOOL,38.5
6451,Allen Parish,LA,EDUCATION_HIGHSCHOOL,42.9
6452,Allendale County,SC,EDUCATION_HIGHSCHOOL,44.0
6453,Alpena County,MI,EDUCATION_HIGHSCHOOL,33.5
6454,Alpine County,CA,EDUCATION_HIGHSCHOOL,28.7
6455,Amador County,CA,EDUCATION_HIGHSCHOOL,28.7
6456,Amelia County,VA,EDUCATION_HIGHSCHOOL,39.2
6457,Amherst County,VA,EDUCATION_HIGHSCHOOL,35.7
6458,Amite County,MS,EDUCATION_HIGHSCHOOL,40.7
6459,Anchorage Municipality,AK,EDUCATION_HIGHSCHOOL,23.8
6460,Anderson County,KS,EDUCATION_HIGHSCHOOL,41.5
6461,Anderson County,KY,EDUCATION_HIGHSCHOOL,36.8
6462,Anderson County,SC,EDUCATION_HIGHSCHOOL,31.3
6463,Anderson County,TN,EDUCATION_HIGHSCHOOL,33.1
6464,Anderson County,TX,EDUCATION_HIGHSCHOOL,36.2
6465,Andrew County,MO,EDUCATION_HIGHSCHOOL,38.1
6466,Andrews County,TX,EDUCATION_HIGHSCHOOL,36.7
6467,Androscoggin County,ME,EDUCATION_HIGHSCHOOL,36.5
6468,Angelina County,TX,EDUCATION_HIGHSCHOOL,31.9
6469,Anne Arundel County,MD,EDUCATION_HIGHSCHOOL,23.8
6470,Anoka County,MN,EDUCATION_HIGHSCHOOL,27.9
6471,Anson County,NC,EDUCATION_HIGHSCHOOL,41.5
6472,Antelope County,NE,EDUCATION_HIGHSCHOOL,33.0
6473,Antrim County,MI,EDUCATION_HIGHSCHOOL,32.0
6474,Apache County,AZ,EDUCATION_HIGHSCHOOL,33.1
6475,Appanoose County,IA,EDUCATION_HIGHSCHOOL,37.0
6476,Appling County,GA,EDUCATION_HIGHSCHOOL,38.3
6477,Appomattox County,VA,EDUCATION_HIGHSCHOOL,34.5
6478,Aransas County,TX,EDUCATION_HIGHSCHOOL,29.7
6479,Arapahoe County,CO,EDUCATION_HIGHSCHOOL,20.7
6480,Archer County,TX,EDUCATION_HIGHSCHOOL,33.3
6481,Archuleta County,CO,EDUCATION_HIGHSCHOOL,21.5
6482,Arecibo Municipio,PR,EDUCATION_HIGHSCHOOL,29.7
6483,Arenac County,MI,EDUCATION_HIGHSCHOOL,42.3
6484,Arkansas County,AR,EDUCATION_HIGHSCHOOL,38.3
6485,Arlington County,VA,EDUCATION_HIGHSCHOOL,8.1
6486,Armstrong County,PA,EDUCATION_HIGHSCHOOL,48.0
6487,Armstrong County,TX,EDUCATION_HIGHSCHOOL,24.4
6488,Aroostook County,ME,EDUCATION_HIGHSCHOOL,37.2
6489,Arroyo Municipio,PR,EDUCATION_HIGHSCHOOL,40.9
6490,Arthur County,NE,EDUCATION_HIGHSCHOOL,26.4
6491,Ascension Parish,LA,EDUCATION_HIGHSCHOOL,32.4
6492,Ashe County,NC,EDUCATION_HIGHSCHOOL,32.3
6493,Ashland County,OH,EDUCATION_HIGHSCHOOL,42.8
6494,Ashland County,WI,EDUCATION_HIGHSCHOOL,35.6
6495,Ashley County,AR,EDUCATION_HIGHSCHOOL,39.9
6496,Ashtabula County,OH,EDUCATION_HIGHSCHOOL,44.4
6497,Asotin County,WA,EDUCATION_HIGHSCHOOL,28.1
6498,Assumption Parish,LA,EDUCATION_HIGHSCHOOL,43.7
6499,Atascosa County,TX,EDUCATION_HIGHSCHOOL,39.9
6500,Atchison County,KS,EDUCATION_HIGHSCHOOL,37.6
6501,Atchison County,MO,EDUCATION_HIGHSCHOOL,39.6
6502,Athens County,OH,EDUCATION_HIGHSCHOOL,34.9
6503,Atkinson County,GA,EDUCATION_HIGHSCHOOL,40.3
6504,Atlantic County,NJ,EDUCATION_HIGHSCHOOL,32.1
6505,Atoka County,OK,EDUCATION_HIGHSCHOOL,40.6
6506,Attala County,MS,EDUCATION_HIGHSCHOOL,31.3
6507,Audrain County,MO,EDUCATION_HIGHSCHOOL,46.4
6508,Audubon County,IA,EDUCATION_HIGHSCHOOL,40.1
6509,Auglaize County,OH,EDUCATION_HIGHSCHOOL,43.7
6510,Augusta County,VA,EDUCATION_HIGHSCHOOL,38.2
6511,Aurora County,SD,EDUCATION_HIGHSCHOOL,33.6
6512,Austin County,TX,EDUCATION_HIGHSCHOOL,29.3
6513,Autauga County,AL,EDUCATION_HIGHSCHOOL,32.6
6514,Avery County,NC,EDUCATION_HIGHSCHOOL,29.7
6515,Avoyelles Parish,LA,EDUCATION_HIGHSCHOOL,38.9
6516,Baca County,CO,EDUCATION_HIGHSCHOOL,27.3
6517,Bacon County,GA,EDUCATION_HIGHSCHOOL,41.9
6518,Bailey County,TX,EDUCATION_HIGHSCHOOL,35.2
6519,Baker County,FL,EDUCATION_HIGHSCHOOL,42.8
6520,Baker County,GA,EDUCATION_HIGHSCHOOL,38.9
6521,Baker County,OR,EDUCATION_HIGHSCHOOL,32.9
6522,Baldwin County,AL,EDUCATION_HIGHSCHOOL,27.6
6523,Baldwin County,GA,EDUCATION_HIGHSCHOOL,36.4
6524,Ballard County,KY,EDUCATION_HIGHSCHOOL,37.7
6525,Baltimore County,MD,EDUCATION_HIGHSCHOOL,26.2
6526,Baltimore city,MD,EDUCATION_HIGHSCHOOL,29.9
6527,Bamberg County,SC,EDUCATION_HIGHSCHOOL,33.2
6528,Bandera County,TX,EDUCATION_HIGHSCHOOL,31.8
6529,Banks County,GA,EDUCATION_HIGHSCHOOL,40.6
6530,Banner County,NE,EDUCATION_HIGHSCHOOL,29.2
6531,Bannock County,ID,EDUCATION_HIGHSCHOOL,26.5
6532,Baraga County,MI,EDUCATION_HIGHSCHOOL,43.4
6533,Barber County,KS,EDUCATION_HIGHSCHOOL,34.9
6534,Barbour County,AL,EDUCATION_HIGHSCHOOL,35.7
6535,Barbour County,WV,EDUCATION_HIGHSCHOOL,46.1
6536,Barceloneta Municipio,PR,EDUCATION_HIGHSCHOOL,32.0
6537,Barnes County,ND,EDUCATION_HIGHSCHOOL,28.2
6538,Barnstable County,MA,EDUCATION_HIGHSCHOOL,24.3
6539,Barnwell County,SC,EDUCATION_HIGHSCHOOL,35.7
6540,Barranquitas Municipio,PR,EDUCATION_HIGHSCHOOL,34.2
6541,Barren County,KY,EDUCATION_HIGHSCHOOL,41.6
6542,Barron County,WI,EDUCATION_HIGHSCHOOL,37.1
6543,Barrow County,GA,EDUCATION_HIGHSCHOOL,34.4
6544,Barry County,MI,EDUCATION_HIGHSCHOOL,37.8
6545,Barry County,MO,EDUCATION_HIGHSCHOOL,40.9
6546,Bartholomew County,IN,EDUCATION_HIGHSCHOOL,32.6
6547,Barton County,KS,EDUCATION_HIGHSCHOOL,32.4
6548,Barton County,MO,EDUCATION_HIGHSCHOOL,42.8
6549,Bartow County,GA,EDUCATION_HIGHSCHOOL,33.0
6550,Bastrop County,TX,EDUCATION_HIGHSCHOOL,29.4
6551,Bates County,MO,EDUCATION_HIGHSCHOOL,46.2
6552,Bath County,KY,EDUCATION_HIGHSCHOOL,42.1
6553,Bath County,VA,EDUCATION_HIGHSCHOOL,41.3
6554,Baxter County,AR,EDUCATION_HIGHSCHOOL,35.0
6555,Bay County,FL,EDUCATION_HIGHSCHOOL,31.4
6556,Bay County,MI,EDUCATION_HIGHSCHOOL,34.7
6557,Bayfield County,WI,EDUCATION_HIGHSCHOOL,28.8
6558,Baylor County,TX,EDUCATION_HIGHSCHOOL,32.5
6559,Beadle County,SD,EDUCATION_HIGHSCHOOL,35.3
6560,Bear Lake County,ID,EDUCATION_HIGHSCHOOL,38.8
6561,Beaufort County,NC,EDUCATION_HIGHSCHOOL,33.6
6562,Beaufort County,SC,EDUCATION_HIGHSCHOOL,22.9
6563,Beauregard Parish,LA,EDUCATION_HIGHSCHOOL,38.1
6564,Beaver County,OK,EDUCATION_HIGHSCHOOL,36.0
6565,Beaver County,PA,EDUCATION_HIGHSCHOOL,38.2
6566,Beaver County,UT,EDUCATION_HIGHSCHOOL,35.1
6567,Beaverhead County,MT,EDUCATION_HIGHSCHOOL,29.2
6568,Becker County,MN,EDUCATION_HIGHSCHOOL,32.0
6569,Beckham County,OK,EDUCATION_HIGHSCHOOL,38.4
6570,Bedford County,PA,EDUCATION_HIGHSCHOOL,51.2
6571,Bedford County,TN,EDUCATION_HIGHSCHOOL,40.6
6572,Bedford County,VA,EDUCATION_HIGHSCHOOL,31.3
6573,Bee County,TX,EDUCATION_HIGHSCHOOL,34.9
6574,Belknap County,NH,EDUCATION_HIGHSCHOOL,28.5
6575,Bell County,KY,EDUCATION_HIGHSCHOOL,38.6
6576,Bell County,TX,EDUCATION_HIGHSCHOOL,25.9
6577,Belmont County,OH,EDUCATION_HIGHSCHOOL,42.7
6578,Beltrami County,MN,EDUCATION_HIGHSCHOOL,28.1
6579,Ben Hill County,GA,EDUCATION_HIGHSCHOOL,44.2
6580,Benewah County,ID,EDUCATION_HIGHSCHOOL,38.9
6581,Bennett County,SD,EDUCATION_HIGHSCHOOL,32.1
6582,Bennington County,VT,EDUCATION_HIGHSCHOOL,29.3
6583,Benson County,ND,EDUCATION_HIGHSCHOOL,29.8
6584,Bent County,CO,EDUCATION_HIGHSCHOOL,48.6
6585,Benton County,AR,EDUCATION_HIGHSCHOOL,29.1
6586,Benton County,IA,EDUCATION_HIGHSCHOOL,36.3
6587,Benton County,IN,EDUCATION_HIGHSCHOOL,43.2
6588,Benton County,MN,EDUCATION_HIGHSCHOOL,31.1
6589,Benton County,MO,EDUCATION_HIGHSCHOOL,40.8
6590,Benton County,MS,EDUCATION_HIGHSCHOOL,33.9
6591,Benton County,OR,EDUCATION_HIGHSCHOOL,13.9
6592,Benton County,TN,EDUCATION_HIGHSCHOOL,46.5
6593,Benton County,WA,EDUCATION_HIGHSCHOOL,24.3
6594,Benzie County,MI,EDUCATION_HIGHSCHOOL,31.8
6595,Bergen County,NJ,EDUCATION_HIGHSCHOOL,23.5
6596,Berkeley County,SC,EDUCATION_HIGHSCHOOL,29.7
6597,Berkeley County,WV,EDUCATION_HIGHSCHOOL,37.5
6598,Berks County,PA,EDUCATION_HIGHSCHOOL,37.2
6599,Berkshire County,MA,EDUCATION_HIGHSCHOOL,29.9
6600,Bernalillo County,NM,EDUCATION_HIGHSCHOOL,23.2
6601,Berrien County,GA,EDUCATION_HIGHSCHOOL,42.3
6602,Berrien County,MI,EDUCATION_HIGHSCHOOL,28.9
6603,Bertie County,NC,EDUCATION_HIGHSCHOOL,38.0
6604,Bethel Census Area,AK,EDUCATION_HIGHSCHOOL,45.2
6605,Bexar County,TX,EDUCATION_HIGHSCHOOL,25.2
6606,Bibb County,AL,EDUCATION_HIGHSCHOOL,47.3
6607,Bibb County,GA,EDUCATION_HIGHSCHOOL,31.6
6608,Bienville Parish,LA,EDUCATION_HIGHSCHOOL,41.7
6609,Big Horn County,MT,EDUCATION_HIGHSCHOOL,35.8
6610,Big Horn County,WY,EDUCATION_HIGHSCHOOL,29.1
6611,Big Stone County,MN,EDUCATION_HIGHSCHOOL,43.5
6612,Billings County,ND,EDUCATION_HIGHSCHOOL,32.0
6613,Bingham County,ID,EDUCATION_HIGHSCHOOL,30.0
6614,Black Hawk County,IA,EDUCATION_HIGHSCHOOL,30.2
6615,Blackford County,IN,EDUCATION_HIGHSCHOOL,48.1
6616,Bladen County,NC,EDUCATION_HIGHSCHOOL,33.4
6617,Blaine County,ID,EDUCATION_HIGHSCHOOL,22.1
6618,Blaine County,MT,EDUCATION_HIGHSCHOOL,25.9
6619,Blaine County,NE,EDUCATION_HIGHSCHOOL,31.8
6620,Blaine County,OK,EDUCATION_HIGHSCHOOL,34.5
6621,Blair County,PA,EDUCATION_HIGHSCHOOL,45.4
6622,Blanco County,TX,EDUCATION_HIGHSCHOOL,28.7
6623,Bland County,VA,EDUCATION_HIGHSCHOOL,39.9
6624,Bleckley County,GA,EDUCATION_HIGHSCHOOL,41.7
6625,Bledsoe County,TN,EDUCATION_HIGHSCHOOL,38.7
6626,Blount County,AL,EDUCATION_HIGHSCHOOL,34.0
6627,Blount County,TN,EDUCATION_HIGHSCHOOL,34.8
6628,Blue Earth County,MN,EDUCATION_HIGHSCHOOL,26.7
6629,Boise County,ID,EDUCATION_HIGHSCHOOL,27.4
6630,Bolivar County,MS,EDUCATION_HIGHSCHOOL,24.7
6631,Bollinger County,MO,EDUCATION_HIGHSCHOOL,46.5
6632,Bon Homme County,SD,EDUCATION_HIGHSCHOOL,36.4
6633,Bond County,IL,EDUCATION_HIGHSCHOOL,36.8
6634,Bonner County,ID,EDUCATION_HIGHSCHOOL,30.5
6635,Bonneville County,ID,EDUCATION_HIGHSCHOOL,26.1
6636,Boone County,AR,EDUCATION_HIGHSCHOOL,33.8
6637,Boone County,IA,EDUCATION_HIGHSCHOOL,32.3
6638,Boone County,IL,EDUCATION_HIGHSCHOOL,35.2
6639,Boone County,IN,EDUCATION_HIGHSCHOOL,21.3
6640,Boone County,KY,EDUCATION_HIGHSCHOOL,27.9
6641,Boone County,MO,EDUCATION_HIGHSCHOOL,21.2
6642,Boone County,NE,EDUCATION_HIGHSCHOOL,34.3
6643,Boone County,WV,EDUCATION_HIGHSCHOOL,50.6
6644,Borden County,TX,EDUCATION_HIGHSCHOOL,26.1
6645,Bosque County,TX,EDUCATION_HIGHSCHOOL,35.7
6646,Bossier Parish,LA,EDUCATION_HIGHSCHOOL,29.5
6647,Botetourt County,VA,EDUCATION_HIGHSCHOOL,32.3
6648,Bottineau County,ND,EDUCATION_HIGHSCHOOL,29.2
6649,Boulder County,CO,EDUCATION_HIGHSCHOOL,12.3
6650,Boundary County,ID,EDUCATION_HIGHSCHOOL,41.1
6651,Bourbon County,KS,EDUCATION_HIGHSCHOOL,30.8
6652,Bourbon County,KY,EDUCATION_HIGHSCHOOL,37.3
6653,Bowie County,TX,EDUCATION_HIGHSCHOOL,34.8
6654,Bowman County,ND,EDUCATION_HIGHSCHOOL,30.7
6655,Box Butte County,NE,EDUCATION_HIGHSCHOOL,33.6
6656,Box Elder County,UT,EDUCATION_HIGHSCHOOL,30.9
6657,Boyd County,KY,EDUCATION_HIGHSCHOOL,32.5
6658,Boyd County,NE,EDUCATION_HIGHSCHOOL,41.7
6659,Boyle County,KY,EDUCATION_HIGHSCHOOL,34.7
6660,Bracken County,KY,EDUCATION_HIGHSCHOOL,44.0
6661,Bradford County,FL,EDUCATION_HIGHSCHOOL,39.7
6662,Bradford County,PA,EDUCATION_HIGHSCHOOL,46.7
6663,Bradley County,AR,EDUCATION_HIGHSCHOOL,41.6
6664,Bradley County,TN,EDUCATION_HIGHSCHOOL,32.3
6665,Branch County,MI,EDUCATION_HIGHSCHOOL,41.3
6666,Brantley County,GA,EDUCATION_HIGHSCHOOL,46.6
6667,Braxton County,WV,EDUCATION_HIGHSCHOOL,47.5
6668,Brazoria County,TX,EDUCATION_HIGHSCHOOL,25.3
6669,Brazos County,TX,EDUCATION_HIGHSCHOOL,19.6
6670,Breathitt County,KY,EDUCATION_HIGHSCHOOL,36.4
6671,Breckinridge County,KY,EDUCATION_HIGHSCHOOL,44.6
6672,Bremer County,IA,EDUCATION_HIGHSCHOOL,32.3
6673,Brevard County,FL,EDUCATION_HIGHSCHOOL,28.6
6674,Brewster County,TX,EDUCATION_HIGHSCHOOL,20.4
6675,Briscoe County,TX,EDUCATION_HIGHSCHOOL,33.4
6676,Bristol Bay Borough,AK,EDUCATION_HIGHSCHOOL,34.9
6677,Bristol County,MA,EDUCATION_HIGHSCHOOL,29.9
6678,Bristol County,RI,EDUCATION_HIGHSCHOOL,19.9
6679,Bristol city,VA,EDUCATION_HIGHSCHOOL,30.4
6680,Broadwater County,MT,EDUCATION_HIGHSCHOOL,36.7
6681,Bronx County,NY,EDUCATION_HIGHSCHOOL,27.6
6682,Brooke County,WV,EDUCATION_HIGHSCHOOL,41.7
6683,Brookings County,SD,EDUCATION_HIGHSCHOOL,28.6
6684,Brooks County,GA,EDUCATION_HIGHSCHOOL,38.1
6685,Brooks County,TX,EDUCATION_HIGHSCHOOL,27.5
6686,Broome County,NY,EDUCATION_HIGHSCHOOL,31.1
6687,Broomfield County,CO,EDUCATION_HIGHSCHOOL,14.7
6688,Broward County,FL,EDUCATION_HIGHSCHOOL,27.4
6689,Brown County,IL,EDUCATION_HIGHSCHOOL,36.8
6690,Brown County,IN,EDUCATION_HIGHSCHOOL,32.6
6691,Brown County,KS,EDUCATION_HIGHSCHOOL,36.0
6692,Brown County,MN,EDUCATION_HIGHSCHOOL,37.6
6693,Brown County,NE,EDUCATION_HIGHSCHOOL,40.8
6694,Brown County,OH,EDUCATION_HIGHSCHOOL,46.1
6695,Brown County,SD,EDUCATION_HIGHSCHOOL,30.5
6696,Brown County,TX,EDUCATION_HIGHSCHOOL,35.7
6697,Brown County,WI,EDUCATION_HIGHSCHOOL,30.2
6698,Brule County,SD,EDUCATION_HIGHSCHOOL,30.7
6699,Brunswick County,NC,EDUCATION_HIGHSCHOOL,28.6
6700,Brunswick County,VA,EDUCATION_HIGHSCHOOL,37.5
6701,Bryan County,GA,EDUCATION_HIGHSCHOOL,25.6
6702,Bryan County,OK,EDUCATION_HIGHSCHOOL,32.0
6703,Buchanan County,IA,EDUCATION_HIGHSCHOOL,38.9
6704,Buchanan County,MO,EDUCATION_HIGHSCHOOL,37.0
6705,Buchanan County,VA,EDUCATION_HIGHSCHOOL,36.1
6706,Buckingham County,VA,EDUCATION_HIGHSCHOOL,43.8
6707,Bucks County,PA,EDUCATION_HIGHSCHOOL,28.8
6708,Buena Vista County,IA,EDUCATION_HIGHSCHOOL,29.5
6709,Buena Vista city,VA,EDUCATION_HIGHSCHOOL,39.0
6710,Buffalo County,NE,EDUCATION_HIGHSCHOOL,24.9
6711,Buffalo County,SD,EDUCATION_HIGHSCHOOL,39.8
6712,Buffalo County,WI,EDUCATION_HIGHSCHOOL,41.5
6713,Bullitt County,KY,EDUCATION_HIGHSCHOOL,41.6
6714,Bulloch County,GA,EDUCATION_HIGHSCHOOL,27.3
6715,Bullock County,AL,EDUCATION_HIGHSCHOOL,39.7
6716,Buncombe County,NC,EDUCATION_HIGHSCHOOL,23.4
6717,Bureau County,IL,EDUCATION_HIGHSCHOOL,38.4
6718,Burke County,GA,EDUCATION_HIGHSCHOOL,37.4
6719,Burke County,NC,EDUCATION_HIGHSCHOOL,30.5
6720,Burke County,ND,EDUCATION_HIGHSCHOOL,29.5
6721,Burleigh County,ND,EDUCATION_HIGHSCHOOL,23.3
6722,Burleson County,TX,EDUCATION_HIGHSCHOOL,39.2
6723,Burlington County,NJ,EDUCATION_HIGHSCHOOL,28.3
6724,Burnet County,TX,EDUCATION_HIGHSCHOOL,31.1
6725,Burnett County,WI,EDUCATION_HIGHSCHOOL,37.8
6726,Burt County,NE,EDUCATION_HIGHSCHOOL,37.0
6727,Butler County,AL,EDUCATION_HIGHSCHOOL,43.9
6728,Butler County,IA,EDUCATION_HIGHSCHOOL,37.8
